Item,Rev,"MACHINE
MMMN","SYSTEM
SSS",N,"EQUIP
EEE",N,"DEVICE
DDD",N,m,N,"Instrument
Tag","Instrument
Type","System
[Machine System]","Machine Location
[Location 1]","Description Line 1
[Location 2]","Description Line 2
[Function]","Description Line 3
[Instrument Type]",DESCRIPTION,Junction Boxes,Destination Panel,I/O TYPE,Scope of Supply,Manufacturer,Model,FIELD,"EXTENSION
BOX",BRACKET,SUPPLY: PCL PACKAGE #,INSTALL: PCL PACKAGE #,Typical Instrument,DRAWINGS,,,,COMMENT 2024-06-26,"BLOCK DIAGRAM CHK
2024-06-26",INSTRUMENT LAYOUT INSERTED,,Cross check with customer spec (Preferred Model) GK 2024-11-15,,,External Docs,,Vendor Drawing Info
325,A,SL3,SH,,,,BK,1,,,SL3-SH-BK1,,Shiploader 3,Shuttle,Motor 1 Brake,,,Shiploader 3 Shuttle Motor 1 Brake,,SL3-BH-RCP1,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Baldor Reliance,09 > 31 Baldor > 20 HP Motor,,
326,A,SL3,SH,,,,BK,2,,,SL3-SH-BK2,,Shiploader 3,Shuttle,Motor 2 Brake,,,Shiploader 3 Shuttle Motor 2 Brake,,SL3-BH-RCP1,,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Baldor Reliance,09 > 31 Baldor > 20 HP Motor,,
327,A,SL3,SH,,,,BK,3,,,SL3-SH-BK3,,Shiploader 3,Shuttle,Motor 3 Brake,,,Shiploader 3 Shuttle Motor 3 Brake,,SL3-BH-RCP1,,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Baldor Reliance,09 > 31 Baldor > 20 HP Motor,,
328,A,SL3,SH,,,,BK,4,,,SL3-SH-BK4,,Shiploader 3,Shuttle,Motor 4 Brake,,,Shiploader 3 Shuttle Motor 4 Brake,,SL3-BH-RCP1,,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Baldor Reliance,09 > 31 Baldor > 20 HP Motor,,
329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,C,SL3,SH,,,,BK,1,HE,1,SL3-SH-BK1-HE1,Heater ,Shiploader 3,Shuttle,Motor 1 Brake,,Space Heater,Shiploader 3 Shuttle Motor 1 Brake Space Heater,,SL3-BH-RCP1,,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Baldor Reliance,09 > 31 Baldor > 20 HP Motor,,
331,C,SL3,SH,,,,BK,2,HE,1,SL3-SH-BK2-HE1,Heater ,Shiploader 3,Shuttle,Motor 2 Brake,,Space Heater,Shiploader 3 Shuttle Motor 2 Brake Space Heater,,SL3-BH-RCP1,,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Baldor Reliance,09 > 31 Baldor > 20 HP Motor,,
332,C,SL3,SH,,,,BK,3,HE,1,SL3-SH-BK3-HE1,Heater ,Shiploader 3,Shuttle,Motor 3 Brake,,Space Heater,Shiploader 3 Shuttle Motor 3 Brake Space Heater,,SL3-BH-RCP1,,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Baldor Reliance,09 > 31 Baldor > 20 HP Motor,,
333,C,SL3,SH,,,,BK,4,HE,1,SL3-SH-BK4-HE1,Heater ,Shiploader 3,Shuttle,Motor 4 Brake,,Space Heater,Shiploader 3 Shuttle Motor 4 Brake Space Heater,,SL3-BH-RCP1,,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Baldor Reliance,09 > 31 Baldor > 20 HP Motor,,
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,C,SL3,SH,,,,BK,1,ZPX,1,SL3-SH-BK1-ZPX1,Proximity Switch ,Shiploader 3,Shuttle,Motor 1 Brake,Released,Proximity Switch,Shiploader 3 Shuttle Motor 1 Brake Released Proximity Switch,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Baldor Reliance,09 > 31 Baldor > 20 HP Motor,,
336,C,SL3,SH,,,,BK,2,ZPX,1,SL3-SH-BK2-ZPX1,Proximity Switch ,Shiploader 3,Shuttle,Motor 2 Brake,Released,Proximity Switch,Shiploader 3 Shuttle Motor 2 Brake Released Proximity Switch,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Baldor Reliance,09 > 31 Baldor > 20 HP Motor,,
337,C,SL3,SH,,,,BK,3,ZPX,1,SL3-SH-BK3-ZPX1,Proximity Switch ,Shiploader 3,Shuttle,Motor 3 Brake,Released,Proximity Switch,Shiploader 3 Shuttle Motor 3 Brake Released Proximity Switch,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Baldor Reliance,09 > 31 Baldor > 20 HP Motor,,
338,C,SL3,SH,,,,BK,4,ZPX,1,SL3-SH-BK4-ZPX1,Proximity Switch ,Shiploader 3,Shuttle,Motor 4 Brake,Released,Proximity Switch,Shiploader 3 Shuttle Motor 4 Brake Released Proximity Switch,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Baldor Reliance,09 > 31 Baldor > 20 HP Motor,,
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,C,SL3,SH,,,,LCS,1,PL,1,SL3-SH-LCS1-PL1,Pilot Light ,Shiploader 3,Shuttle,,Maintenance Mode Active,Pilot Light,Shiploader 3 Shuttle Maintenance Mode Active Pilot Light,,SL3-BH-RCP1,DO,QCA,Allen Bradley,800H-QRH2W,,,,,,,,,,,,,,,G-STR?,,,,,
341,C,SL3,SH,,,,LCS,1,PB,1,SL3-SH-LCS1-PB1,Push Button ,Shiploader 3,Shuttle,,Extend,Push Button,Shiploader 3 Shuttle Extend Push Button,,SL3-BH-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,,,,,AB 800H?,,,,,
342,C,SL3,SH,,,,LCS,1,PB,2,SL3-SH-LCS1-PB2,Push Button ,Shiploader 3,Shuttle,,Retract,Push Button,Shiploader 3 Shuttle Retract Push Button,,SL3-BH-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,,,,,AB 800H?,,,,,
343,C,SL3,SH,,,,LCS,1,PB,3,SL3-SH-LCS1-PB3,Push Button ,Shiploader 3,Shuttle,,Overtravel Bypass,Push Button,Shiploader 3 Shuttle Overtravel Bypass Push Button,,SL3-BH-RCP1,DI,QCA,Allen Bradley,800H-AR2D1 + 800H-N140,,,,,,,,,,,,,,,AB 800H?,,,,,
344,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,C,SL3,,,LU,2,,,LIT,1,SL3-LU2-LIT1,Level Transmitter with Local Indicator ,Shiploader 3,Shuttle Lube Unit 2,,,Level Transmitter,Shiploader 3 Shuttle Lube Unit 2 Level Transmitter,,SL3-BH-RCP1,4-20 mA,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Bijur Delimon,"09 > 10 > 50 > 21 Lub Dec 11, 2024",,
346,C,SL3,,,LU,2,,,SV,1,SL3-LU2-SV1,"Solenoid Valve, Control Valve ",Shiploader 3,Shuttle Lube Unit 2,,Line A,Solenoid Valve,Shiploader 3 Shuttle Lube Unit 2 Line A Solenoid Valve,,SL3-BH-RCP1,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Bijur Delimon,"09 > 10 > 50 > 21 Lub Dec 11, 2024",,
347,C,SL3,,,LU,2,,,SV,2,SL3-LU2-SV2,"Solenoid Valve, Control Valve ",Shiploader 3,Shuttle Lube Unit 2,,Line B,Solenoid Valve,Shiploader 3 Shuttle Lube Unit 2 Line B Solenoid Valve,,SL3-BH-RCP1,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Bijur Delimon,"09 > 10 > 50 > 21 Lub Dec 11, 2024",,
348,C,SL3,,,LU,2,,,SV,3,SL3-LU2-SV3,"Solenoid Valve, Control Valve ",Shiploader 3,Shuttle Lube Unit 2,,Refill,Solenoid Valve,Shiploader 3 Shuttle Lube Unit 2 Refill Solenoid Valve,,SL3-BH-RCP1,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Bijur Delimon,"09 > 10 > 50 > 21 Lub Dec 11, 2024",,
349,C,SL3,,,LU,2,,,HE,1,SL3-LU2-HE1,Heater ,Shiploader 3,Shuttle Lube Unit 2,,,Space Heater,Shiploader 3 Shuttle Lube Unit 2 Space Heater,,SL3-CAB-DP1,,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Bijur Delimon,"09 > 10 > 50 > 21 Lub Dec 11, 2024",,
350,C,SL3,,,LU,2,,,PIT,1,SL3-LU2-PIT1,Pressure Transmitter with Local Indicator ,Shiploader 3,Shuttle Lube Unit 2,End of Line @Discharge Pulley,Line A,Press. Ind. Trans.,Shiploader 3 Shuttle Lube Unit 2 End of Line @Discharge Pulley Line A Press. Ind. Trans.,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Bijur Delimon,"09 > 10 > 50 > 21 Lub Dec 11, 2024",,
351,C,SL3,,,LU,2,,,PIT,2,SL3-LU2-PIT2,Pressure Transmitter with Local Indicator ,Shiploader 3,Shuttle Lube Unit 2,End of Line @Discharge Pulley,Line B,Press. Ind. Trans.,Shiploader 3 Shuttle Lube Unit 2 End of Line @Discharge Pulley Line B Press. Ind. Trans.,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Bijur Delimon,"09 > 10 > 50 > 21 Lub Dec 11, 2024",,
352,C,SL3,,,LU,2,,,PIT,3,SL3-LU2-PIT3,Pressure Transmitter with Local Indicator ,Shiploader 3,Shuttle Lube Unit 2,End of line @Rear Left Shuttle,Line A,Press. Ind. Trans.,Shiploader 3 Shuttle Lube Unit 2 End of line @Rear Left Shuttle Line A Press. Ind. Trans.,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Bijur Delimon,"09 > 10 > 50 > 21 Lub Dec 11, 2024",,
353,C,SL3,,,LU,2,,,PIT,4,SL3-LU2-PIT4,Pressure Transmitter with Local Indicator ,Shiploader 3,Shuttle Lube Unit 2,End of line @Rear Left Shuttle,Line B,Press. Ind. Trans.,Shiploader 3 Shuttle Lube Unit 2 End of line @Rear Left Shuttle Line B Press. Ind. Trans.,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Bijur Delimon,"09 > 10 > 50 > 21 Lub Dec 11, 2024",,
354,C,SL3,,,LU,2,,,PIT,5,SL3-LU2-PIT5,Pressure Transmitter with Local Indicator ,Shiploader 3,Shuttle Lube Unit 2,End of line @Rear Right Shuttle,Line A,Press. Ind. Trans.,Shiploader 3 Shuttle Lube Unit 2 End of line @Rear Right Shuttle Line A Press. Ind. Trans.,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Bijur Delimon,"09 > 10 > 50 > 21 Lub Dec 11, 2024",,
355,C,SL3,,,LU,2,,,PIT,6,SL3-LU2-PIT6,Pressure Transmitter with Local Indicator ,Shiploader 3,Shuttle Lube Unit 2,End of line @Rear Right Shuttle,Line B,Press. Ind. Trans.,Shiploader 3 Shuttle Lube Unit 2 End of line @Rear Right Shuttle Line B Press. Ind. Trans.,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Bijur Delimon,"09 > 10 > 50 > 21 Lub Dec 11, 2024",,
356,C,SL3,,,LU,2,,,PSH,3,SL3-LU2-PSH3,Pressure Switch High Warning ,Shiploader 3,Shuttle Lube Unit 2,End of line,,Switch 3,Shiploader 3 Shuttle Lube Unit 2 End of line Switch 3,,,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,Bijur Delimon,"09 > 10 > 50 > 21 Lub Dec 11, 2024",,
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,C,SL3,,,LU,2,LCS,1,PL,1,SL3-LU2-LCS1-PL1,Pilot Light ,Shiploader 3,Shuttle,Lubrication Unit 2,Maintenance Mode Active,Pilot Light,Shiploader 3 Shuttle Lubrication Unit 2 Maintenance Mode Active Pilot Light,,SL3-BH-RCP1,DO,QCA,Allen Bradley,800H-QRH2W,,,,,,,,,,,,,,,G-STR?,,,,,
359,C,SL3,,,LU,2,LCS,1,PBL,1A,SL3-LU2-LCS1-PBL1A,Push Button/Pilot Light,Shiploader 3,Shuttle,Lubrication Unit 2,Lube Pump Jog,Push Button,Shiploader 3 Shuttle Lubrication Unit 2 Lube Pump Jog Push Button,,SL3-BH-RCP1,DI/DO,QCA,Allen Bradley,800H-QRBH2W,,,,,,,,,,,,,,,AB 800H?,,,,,
360,C,SL3,,,LU,2,LCS,1,PBL,1B,SL3-LU2-LCS1-PBL1B,Push Button/Pilot Light,Shiploader 3,Shuttle,Lubrication Unit 2,Lube Pump Jog,Pilot Light,Shiploader 3 Shuttle Lubrication Unit 2 Lube Pump Jog Pilot Light,,SL3-BH-RCP1,DI/DO,QCA,Allen Bradley,800H-QRBH2W,,,,,,,,,,,,,,,AB 800H?,,,,,
361,C,SL3,,,LU,2,LCS,1,PB,1,SL3-LU2-LCS1-PB1,Push Button ,Shiploader 3,Shuttle,Lubrication Unit 2,Lube Pump Cycle A,Push Button,Shiploader 3 Shuttle Lubrication Unit 2 Lube Pump Cycle A Push Button,,SL3-BH-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,,,,,AB 800H?,,,,,
362,C,SL3,,,LU,2,LCS,1,PB,2,SL3-LU2-LCS1-PB2,Push Button ,Shiploader 3,Shuttle,Lubrication Unit 2,Lube Pump Cycle B,Push Button,Shiploader 3 Shuttle Lubrication Unit 2 Lube Pump Cycle B Push Button,,SL3-BH-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,,,,,AB 800H?,,,,,
363,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,C,SL3,SH,,,,RC,1,ZLS,1,SL3-SH-RC1-ZLS1,Limit Switch ,Shiploader 3,Shuttle,Rail Clamp 1,Position,Limit Switch,Shiploader 3 Shuttle Rail Clamp 1 Position Limit Switch,,,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,BrelX Engineering,,,
365,C,SL3,SH,,,,RC,1,TSHH,1,SL3-SH-RC1-TSHH1,Temp Switch High Trip ,Shiploader 3,Shuttle,Rail Clamp 1, High Oil,Temperature Switch,Shiploader 3 Shuttle Rail Clamp 1  High Oil Temperature Switch,,,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,BrelX Engineering,,,
366,C,SL3,SH,,,,RC,1,LSLL,1,SL3-SH-RC1-LSLL1,Level Switch Low Trip,Shiploader 3,Shuttle,Rail Clamp 1, Low Oil,Level Switch,Shiploader 3 Shuttle Rail Clamp 1  Low Oil Level Switch,,,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,BrelX Engineering,,,
367,C,SL3,SH,,,,RC,1,SV,1,SL3-SH-RC1-SV1,"Solenoid Valve, Control Valve ",Shiploader 3,Shuttle,Rail Clamp 1,,Solenoid Valve,Shiploader 3 Shuttle Rail Clamp 1 Solenoid Valve,,,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,BrelX Engineering,,,
368,C,SL3,SH,,,,RC,1,HE,1,SL3-SH-RC1-HE1,Heater ,Shiploader 3,Shuttle,Rail Clamp 1,Immersion,Oil Heater,Shiploader 3 Shuttle Rail Clamp 1 Immersion Oil Heater,,,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,BrelX Engineering,,,
369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,C,SL3,SH,,,,RC,2,ZLS,1,SL3-SH-RC2-ZLS1,Limit Switch ,Shiploader 3,Shuttle,Rail Clamp 2,Position,Limit Switch,Shiploader 3 Shuttle Rail Clamp 2 Position Limit Switch,,,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,BrelX Engineering,,,
371,C,SL3,SH,,,,RC,2,TSHH,1,SL3-SH-RC2-TSHH1,Temp Switch High Trip ,Shiploader 3,Shuttle,Rail Clamp 2, High Oil,Temperature Switch,Shiploader 3 Shuttle Rail Clamp 2  High Oil Temperature Switch,,,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,BrelX Engineering,,,
372,C,SL3,SH,,,,RC,2,LSLL,1,SL3-SH-RC2-LSLL1,Level Switch Low Trip,Shiploader 3,Shuttle,Rail Clamp 2, Low Oil,Level Switch,Shiploader 3 Shuttle Rail Clamp 2  Low Oil Level Switch,,,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,BrelX Engineering,,,
373,C,SL3,SH,,,,RC,2,SV,1,SL3-SH-RC2-SV1,"Solenoid Valve, Control Valve ",Shiploader 3,Shuttle,Rail Clamp 2,,Solenoid Valve,Shiploader 3 Shuttle Rail Clamp 2 Solenoid Valve,,,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,BrelX Engineering,,,
374,C,SL3,SH,,,,RC,2,HE,1,SL3-SH-RC2-HE1,Heater ,Shiploader 3,Shuttle,Rail Clamp 2,Immersion,Oil Heater,Shiploader 3 Shuttle Rail Clamp 2 Immersion Oil Heater,,,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,BrelX Engineering,,,
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,A,SL3,SH,,RC,1,,,ZPX,1,SL3-SH-RC1-ZPX1,Proximity Switch ,Shiploader 3,Shuttle,Rail Clamp 1,Released Indication,Limit Switch 1,Shiploader 3 Shuttle Rail Clamp 1 Released Indication Limit Switch 1,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
377,A,SL3,SH,,RC,1,,,ZPX,2,SL3-SH-RC1-ZPX2,Proximity Switch ,Shiploader 3,Shuttle,Rail Clamp 1,On Rail Clamp Indication,Limit Switch 2,Shiploader 3 Shuttle Rail Clamp 1 On Rail Clamp Indication Limit Switch 2,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
378,A,SL3,SH,,RC,1,,,ZPX,3,SL3-SH-RC1-ZPX3,Proximity Switch ,Shiploader 3,Shuttle,Rail Clamp 1,Out of Adjustment,Limit Switch 3,Shiploader 3 Shuttle Rail Clamp 1 Out of Adjustment Limit Switch 3,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
379,A,SL3,SH,,RC,1,,,BK,1,SL3-SH-RC1-BK1,Brake ,Shiploader 3,Shuttle,Rail Clamp 1,Holding Brake,,Shiploader 3 Shuttle Rail Clamp 1 Holding Brake,,SL3-BH-RCP1,DO,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,C,SL3,SH,,RC ,1,LCS,1,PL,1,SL3-SH-RC 1-LCS1-PL1,Pilot Light ,Shiploader 3,Shuttle,Rail Clamp 1,Maintenance Mode Active,Pilot Light,Shiploader 3 Shuttle Rail Clamp 1 Maintenance Mode Active Pilot Light,,SL3-BH-RCP1,DO,QCA,Allen Bradley,800H-QRH2W,,,,,,,,,,,,,,,G-STR?,,,,,
382,C,SL3,SH,,RC ,1,LCS,1,PBL,1A,SL3-SH-RC 1-LCS1-PBL1A,Push Button/Pilot Light,Shiploader 3,Shuttle,Rail Clamp 2,Open,Push Button,Shiploader 3 Shuttle Rail Clamp 2 Open Push Button,,SL3-BH-RCP1,DI,QCA,Allen Bradley,800H-QRBH2W,,,,,,,,,,,,,,,AB 800H?,,,,,
383,C,SL3,SH,,RC ,1,LCS,1,PBL,1B,SL3-SH-RC 1-LCS1-PBL1B,Push Button/Pilot Light,Shiploader 3,Shuttle,Rail Clamp 2,Open,Pilot Light,Shiploader 3 Shuttle Rail Clamp 2 Open Pilot Light,,SL3-BH-RCP1,DI,QCA,Allen Bradley,800H-QRBH2W,,,,,,,,,,,,,,,AB 800H?,,,,,
384,C,SL3,SH,,RC ,1,LCS,1,PB,2,SL3-SH-RC 1-LCS1-PB2,Push Button ,Shiploader 3,Shuttle,Rail Clamp 1,Close,Push Button,Shiploader 3 Shuttle Rail Clamp 1 Close Push Button,,SL3-BH-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,,,,,AB 800H?,,,,,
385,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,A,SL3,SH,,RC,2,,,ZPX,1,SL3-SH-RC2-ZPX1,Proximity Switch ,Shiploader 3,Shuttle,Rail Clamp 2,Released Indication,Limit Switch 1,Shiploader 3 Shuttle Rail Clamp 2 Released Indication Limit Switch 1,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
387,A,SL3,SH,,RC,2,,,ZPX,2,SL3-SH-RC2-ZPX2,Proximity Switch ,Shiploader 3,Shuttle,Rail Clamp 2,On Rail Clamp Indication,Limit Switch 2,Shiploader 3 Shuttle Rail Clamp 2 On Rail Clamp Indication Limit Switch 2,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
388,A,SL3,SH,,RC,2,,,ZPX,3,SL3-SH-RC2-ZPX3,Proximity Switch ,Shiploader 3,Shuttle,Rail Clamp 2,Out of Adjustment,Limit Switch 3,Shiploader 3 Shuttle Rail Clamp 2 Out of Adjustment Limit Switch 3,,SL3-BH-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
389,A,SL3,SH,,RC,2,,,BK,1,SL3-SH-RC2-BK1,Brake ,Shiploader 3,Shuttle,Rail Clamp 2,Holding Brake,,Shiploader 3 Shuttle Rail Clamp 2 Holding Brake,,SL3-BH-RCP1,DO,VENDOR,,,,,,,,,,,,,,,,,,,BrelX Engineering,,,
390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,C,SL3,SH,,RC ,2,LCS,1,PL,1,SL3-SH-RC 2-LCS1-PL1,Pilot Light ,Shiploader 3,Shuttle,Rail Clamp 2,Maintenance Mode Active,Pilot Light,Shiploader 3 Shuttle Rail Clamp 2 Maintenance Mode Active Pilot Light,,SL3-BH-RCP1,DO,QCA,Allen Bradley,800H-QRH2W,,,,,,,,,,,,,,,G-STR?,,,,,
392,C,SL3,SH,,RC ,2,LCS,1,PBL,1A,SL3-SH-RC 2-LCS1-PBL1A,Push Button/Pilot Light,Shiploader 3,Shuttle,Rail Clamp 2,Open,Push Button,Shiploader 3 Shuttle Rail Clamp 2 Open Push Button,,SL3-BH-RCP1,DI,QCA,Allen Bradley,800H-QRBH2W,,,,,,,,,,,,,,,AB 800H?,,,,,
393,C,SL3,SH,,RC ,2,LCS,1,PBL,1B,SL3-SH-RC 2-LCS1-PBL1B,Push Button/Pilot Light,Shiploader 3,Shuttle,Rail Clamp 2,Open,Pilot Light,Shiploader 3 Shuttle Rail Clamp 2 Open Pilot Light,,SL3-BH-RCP1,DI,QCA,Allen Bradley,800H-QRBH2W,,,,,,,,,,,,,,,AB 800H?,,,,,
394,C,SL3,SH,,RC ,2,LCS,1,PB,2,SL3-SH-RC 2-LCS1-PB2,Push Button ,Shiploader 3,Shuttle,Rail Clamp 2,Close,Push Button,Shiploader 3 Shuttle Rail Clamp 2 Close Push Button,,SL3-BH-RCP1,DI,QCA,Allen Bradley,800H-AR2D1,,,,,,,,,,,,,,,AB 800H?,,,,,
395,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,,SLW,,,,,,,,,,Shiploader 3,Slew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,A,SL3,SLW,,,,,,ES,1,SL3-SLW-ES1,E-Stop PB ,Shiploader 3,Slew,Bogies,Emergency Stop,Push Button 1,Shiploader 3 Slew Bogies Emergency Stop Push Button 1,,SL3-SLW-RCP1,SI,QCA,"Hammond, Allen Bradley",1437S16A/800H-FRXT6A1,,,,,,,,,,,,,,,AB 800H?,,,,,
398,A,SL3,SLW,,,,,,ES,2,SL3-SLW-ES2,E-Stop PB ,Shiploader 3,Slew,Bogies,Emergency Stop,Push Button 2,Shiploader 3 Slew Bogies Emergency Stop Push Button 2,,SL3-SLW-RCP1,SI,QCA,"Hammond, Allen Bradley",1437S16A/800H-FRXT6A1,,,,,,,,,,,,,,,AB 800H?,,,,,
399,A,SL3,SLW,,,,,,ES,3,SL3-SLW-ES3,E-Stop PB ,Shiploader 3,Slew,Bogies,Emergency Stop,Push Button 3,Shiploader 3 Slew Bogies Emergency Stop Push Button 3,,SL3-SLW-RCP1,SI,QCA,"Hammond, Allen Bradley",1437S16A/800H-FRXT6A1,,,,,,,,,,,,,,,AB 800H?,,,,,
400,A,SL3,SLW,,,,,,ES,4,SL3-SLW-ES4,E-Stop PB ,Shiploader 3,Slew,Bogies,Emergency Stop,Push Button 4,Shiploader 3 Slew Bogies Emergency Stop Push Button 4,,SL3-SLW-RCP1,SI,QCA,"Hammond, Allen Bradley",1437S16A/800H-FRXT6A1,,,,,,,,,,,,,,,AB 800H?,,,,,
401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,A,SL3,SLW,,,,,,ZLS,1,SL3-SLW-ZLS1,Limit Switch ,Shiploader 3,Slew,Left,Overtravel,Limit Switch,Shiploader 3 Slew Left Overtravel Limit Switch,,SL3-SLW-RCP1,SI,QCA,CCC,TA-2-TPS,,,,,,,,,,,,,,,No Spec?,,,,,
403,A,SL3,SLW,,,,,,ZLS,2,SL3-SLW-ZLS2,Limit Switch ,Shiploader 3,Slew,Right,Overtravel,Limit Switch,Shiploader 3 Slew Right Overtravel Limit Switch,,SL3-SLW-RCP1,SI,QCA,CCC,TA-2-TPS,,,,,,,,,,,,,,,No Spec?,,,,,
404,A,SL3,SLW,,,,,,ZPX,1,SL3-SLW-ZPX1,Proximity Switch ,Shiploader 3,Slew,Left,End of Travel,Proximity Switch,Shiploader 3 Slew Left End of Travel Proximity Switch,,SL3-SLW-RCP1,DI,QCA,Turck,NI75U-CP80-FDZ30X2,,,,,,,,,,,,,,,Emerson GO?,,,,,
405,A,SL3,SLW,,,,,,ZPX,2,SL3-SLW-ZPX2,Proximity Switch ,Shiploader 3,Slew,Right,End of Travel,Proximity Switch,Shiploader 3 Slew Right End of Travel Proximity Switch,,SL3-SLW-RCP1,DI,QCA,Turck,NI75U-CP80-FDZ30X2,,,,,,,,,,,,,,,Emerson GO?,,,,,
406,C,SL3,SLW,,,,,,ZPX,3,SL3-SLW-ZPX3,Proximity Switch ,Shiploader 3,Slew,Parking Position,Lock Position,Proximity Switch,Shiploader 3 Slew Parking Position Lock Position Proximity Switch,,SL3-SLW-RCP1,DI,QCA,Allen Bradley,871TM-B15N30-H2,,,,,,,,,,,,,,,Emerson GO?,,,,,
