REV.,PLC PANEL,RACK,SLOT,CHANNEL,ADDRESS,MODULE,TYPE,SIGNAL,INSTR./EQUIP. TAG,I/O TAG,CHILD,Description 1,Description 2,Description 3,Description 4,EQUIP/INSTR. DESCRIPTION,Automation System,Wiring,Failed State Value,Units,Engineering Units Min,Engineering Units Max,Low-Low Value,Low Value,High Value,High-High Value,PLC IO Address,Automation Notes,Breaker Type,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-SLW-RCP1,07,01,03,I_0701-03,1794-IE8,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_0701_CH[03],,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,01,04,I_0701-04,1794-IE8,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_0701_CH[04],,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,01,05,I_0701-05,1794-IE8,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_0701_CH[05],,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,01,06,I_0701-06,1794-IE8,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_0701_CH[06],,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,01,07,I_0701-07,1794-IE8,AI,4-20mA,,SPARE,,, ,,,  ,,,,,,,,,,,AI_0701_CH[07],,,SL3-SLW-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-SLW-RCP1,07,02,00,I_0702-00,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0702.00,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,02,01,I_0702-01,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0702.01,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,02,02,I_0702-02,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0702.02,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,02,03,I_0702-03,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0702.03,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,02,04,I_0702-04,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0702.04,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,02,05,I_0702-05,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0702.05,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,02,06,I_0702-06,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0702.06,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,02,07,I_0702-07,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0702.07,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,02,08,I_0702-08,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0702.08,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,02,09,I_0702-09,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0702.09,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,02,10,I_0702-10,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0702.10,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,02,11,I_0702-11,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0702.11,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,02,12,I_0702-12,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0702.12,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,02,13,I_0702-13,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0702.13,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,02,14,I_0702-14,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0702.14,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,02,15,I_0702-15,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0702.15,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,02,,,1492-IFM20F-F24A-2,,24VDC,,,,,,,,,,,,,,,,,,,,,,SL3-SLW-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-SLW-RCP1,07,03,00,I_0703-00,1794-IA16,DI,120V,SL3-SLW-RC1-LCS1-PBL1A,SL3-SLW-RC1-LCS1-PBL1A,,Shiploader 3,Slew Rail Clamp 1,Open,Push Button,Shiploader 3 Slew Rail Clamp 1 Open Push Button ,,,,,,,,,,,DI_0703.00,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,03,01,I_0703-01,1794-IA16,DI,120V,SL3-SLW-RC1-LCS1-PB2,SL3-SLW-RC1-LCS1-PB2,,Shiploader 3,Slew Rail Clamp 1,Close,Push Button,Shiploader 3 Slew Rail Clamp 1 Close Push Button ,,,,,,,,,,,DI_0703.01,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,03,02,I_0703-02,1794-IA16,DI,120V,SL3-SLW-RC2-LCS1-PBL1A,SL3-SLW-RC2-LCS1-PBL1A,,Shiploader 3,Slew Rail Clamp 2,Open,Push Button,Shiploader 3 Slew Rail Clamp 2 Open Push Button ,,,,,,,,,,,DI_0703.02,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,03,03,I_0703-03,1794-IA16,DI,120V,SL3-SLW-RC2-LCS1-PB2,SL3-SLW-RC2-LCS1-PB2,,Shiploader 3,Slew Rail Clamp 2,Close,Push Button,Shiploader 3 Slew Rail Clamp 2 Close Push Button ,,,,,,,,,,,DI_0703.03,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,03,04,I_0703-04,1794-IA16,DI,120V,SL3-SLW-LCS1-PB1,SL3-SLW-LCS1-PB1,,Shiploader 3,Slew ,Left,Push Button,Shiploader 3 Slew  Left Push Button ,,,,,,,,,,,DI_0703.04,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,03,05,I_0703-05,1794-IA16,DI,120V,SL3-SLW-LCS1-PB2,SL3-SLW-LCS1-PB2,,Shiploader 3,Slew ,Right,Push Button,Shiploader 3 Slew  Right Push Button ,,,,,,,,,,,DI_0703.05,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,03,06,I_0703-06,1794-IA16,DI,120V,SL3-SLW-LCS1-PB3,SL3-SLW-LCS1-PB3,,Shiploader 3,Slew ,Overtravel Bypass,Push Button,Shiploader 3 Slew  Overtravel Bypass Push Button ,,,,,,,,,,,DI_0703.06,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,03,07,I_0703-07,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0703.07,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,03,08,I_0703-08,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0703.08,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,03,09,I_0703-09,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0703.09,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,03,10,I_0703-10,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0703.10,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,03,11,I_0703-11,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0703.11,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,03,12,I_0703-12,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0703.12,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,03,13,I_0703-13,1794-IA16,DI,120V,SL3-SLW-RCP1-CR31A,SL3-SLW-RCP1-CR31A-F,-F,Shiploader 3,Slew ,Motor 1-4 Brake,Contactor CR31A Feedback,Shiploader 3 Slew  Motor 1-4 Brake Contactor CR31A Feedback ,,,,,,,,,,,DI_0703.13,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,03,14,I_0703-14,1794-IA16,DI,120V,SL3-SLW-RCP1-CR31B,SL3-SLW-RCP1-CR31B-F,-F,Shiploader 3,Slew ,Motor 5-8 Brake,Contactor CR31B Feedback,Shiploader 3 Slew  Motor 5-8 Brake Contactor CR31B Feedback ,,,,,,,,,,,DI_0703.14,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,03,15,I_0703-15,1794-IA16,DI,120V,SL3-SLW-RCP1-CR33,SL3-SLW-RCP1-CR33-F,-F,Shiploader 3,Slew ,Motor 1-8 Space Heaters,Contactor CR33 Feedback,Shiploader 3 Slew  Motor 1-8 Space Heaters Contactor CR33 Feedback ,,,,,,,,,,,DI_0703.15,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,03,,,1492-IFM20F-F120A-2,,120V,,,,,,,,,,,,,,,,,,,,,,SL3-SLW-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-SLW-RCP1,07,04,00,I_0704-00,1794-IA16,DI,120V,SL3-SLW-BK1-ZPX1,SL3-SLW-BK1-ZPX1,,Shiploader 3,Slew Motor 1 Brake,Released,Proximity Switch,Shiploader 3 Slew Motor 1 Brake Released Proximity Switch ,,,,,,,,,,,DI_0704.00,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,04,01,I_0704-01,1794-IA16,DI,120V,SL3-SLW-BK2-ZPX1,SL3-SLW-BK2-ZPX1,,Shiploader 3,Slew Motor 2 Brake,Released,Proximity Switch,Shiploader 3 Slew Motor 2 Brake Released Proximity Switch ,,,,,,,,,,,DI_0704.01,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,04,02,I_0704-02,1794-IA16,DI,120V,SL3-SLW-BK3-ZPX1,SL3-SLW-BK3-ZPX1,,Shiploader 3,Slew Motor 3 Brake,Released,Proximity Switch,Shiploader 3 Slew Motor 3 Brake Released Proximity Switch ,,,,,,,,,,,DI_0704.02,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,04,03,I_0704-03,1794-IA16,DI,120V,SL3-SLW-BK4-ZPX1,SL3-SLW-BK4-ZPX1,,Shiploader 3,Slew Motor 4 Brake,Released,Proximity Switch,Shiploader 3 Slew Motor 4 Brake Released Proximity Switch ,,,,,,,,,,,DI_0704.03,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,04,04,I_0704-04,1794-IA16,DI,120V,SL3-SLW-BK5-ZPX1,SL3-SLW-BK5-ZPX1,,Shiploader 3,Slew Motor 5 Brake,Released,Proximity Switch,Shiploader 3 Slew Motor 5 Brake Released Proximity Switch ,,,,,,,,,,,DI_0704.04,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,04,05,I_0704-05,1794-IA16,DI,120V,SL3-SLW-BK6-ZPX1,SL3-SLW-BK6-ZPX1,,Shiploader 3,Slew Motor 6 Brake,Released,Proximity Switch,Shiploader 3 Slew Motor 6 Brake Released Proximity Switch ,,,,,,,,,,,DI_0704.05,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,04,06,I_0704-06,1794-IA16,DI,120V,SL3-SLW-BK7-ZPX1,SL3-SLW-BK7-ZPX1,,Shiploader 3,Slew Motor 7 Brake,Released,Proximity Switch,Shiploader 3 Slew Motor 7 Brake Released Proximity Switch ,,,,,,,,,,,DI_0704.06,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,04,07,I_0704-07,1794-IA16,DI,120V,SL3-SLW-BK8-ZPX1,SL3-SLW-BK8-ZPX1,,Shiploader 3,Slew Motor 8 Brake,Released,Proximity Switch,Shiploader 3 Slew Motor 8 Brake Released Proximity Switch ,,,,,,,,,,,DI_0704.07,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,04,08,I_0704-08,1794-IA16,DI,120V,SL3-SLW-ZPX1,SL3-SLW-ZPX1,,Shiploader 3,Slew Left,End of Travel,Proximity Switch,Shiploader 3 Slew Left End of Travel Proximity Switch ,,,,,,,,,,,DI_0704.08,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,04,09,I_0704-09,1794-IA16,DI,120V,SL3-SLW-ZPX2,SL3-SLW-ZPX2,,Shiploader 3,Slew Right,End of Travel,Proximity Switch,Shiploader 3 Slew Right End of Travel Proximity Switch ,,,,,,,,,,,DI_0704.09,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,04,10,I_0704-10,1794-IA16,DI,120V,SL3-SLW-ZPX3,SL3-SLW-ZPX3,,Shiploader 3,Slew Parking Position,Lock Position,Proximity Switch,Shiploader 3 Slew Parking Position Lock Position Proximity Switch ,,,,,,,,,,,DI_0704.10,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,04,11,I_0704-11,1794-IA16,DI,120V,SL3-SLW-ZPX5,SL3-SLW-ZPX5,,Shiploader 3,Slew Encoder Reference,Position Check On,Proximity Switch,Shiploader 3 Slew Encoder Reference Position Check On Proximity Switch ,,,,,,,,,,,DI_0704.11,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,04,12,I_0704-12,1794-IA16,DI,120V,SL3-SLW-ZPX6,SL3-SLW-ZPX6,,Shiploader 3,Slew Encoder Reference,At 30% Travel,Proximity Switch,Shiploader 3 Slew Encoder Reference At 30% Travel Proximity Switch ,,,,,,,,,,,DI_0704.12,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,04,13,I_0704-13,1794-IA16,DI,120V,SL3-SLW-ZPX7,SL3-SLW-ZPX7,,Shiploader 3,Slew Encoder Reference,At 60% Travel,Proximity Switch,Shiploader 3 Slew Encoder Reference At 60% Travel Proximity Switch ,,,,,,,,,,,DI_0704.13,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,04,14,I_0704-14,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0704.14,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,04,15,I_0704-15,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0704.15,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,04,,,1492-IFM20F-F120A-2,,120V,,,,,,,,,,,,,,,,,,,,,,SL3-SLW-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-SLW-RCP1,07,05,00,I_0705-00,1794-IA16,DI,120V,SL3-SLW-RC1-ZPX1,SL3-SLW-RC1-ZPX1,,Shiploader 3,Slew Rail Clamp 1,Released Indication,Limit Switch 1,Shiploader 3 Slew Rail Clamp 1 Released Indication Limit Switch 1 ,,,,,,,,,,,DI_0705.00,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,05,01,I_0705-01,1794-IA16,DI,120V,SL3-SLW-RC1-ZPX2,SL3-SLW-RC1-ZPX2,,Shiploader 3,Slew Rail Clamp 1,On Rail Clamp Indication,Limit Switch 2,Shiploader 3 Slew Rail Clamp 1 On Rail Clamp Indication Limit Switch 2 ,,,,,,,,,,,DI_0705.01,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,05,02,I_0705-02,1794-IA16,DI,120V,SL3-SLW-RC1-ZPX3,SL3-SLW-RC1-ZPX3,,Shiploader 3,Slew Rail Clamp 1,Out of Adjustment,Limit Switch 3,Shiploader 3 Slew Rail Clamp 1 Out of Adjustment Limit Switch 3 ,,,,,,,,,,,DI_0705.02,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,05,03,I_0705-03,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0705.03,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,05,04,I_0705-04,1794-IA16,DI,120V,SL3-SLW-RC2-ZPX1,SL3-SLW-RC2-ZPX1,,Shiploader 3,Slew Rail Clamp 2,Released Indication,Limit Switch 1,Shiploader 3 Slew Rail Clamp 2 Released Indication Limit Switch 1 ,,,,,,,,,,,DI_0705.04,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,05,05,I_0705-05,1794-IA16,DI,120V,SL3-SLW-RC2-ZPX2,SL3-SLW-RC2-ZPX2,,Shiploader 3,Slew Rail Clamp 2,On Rail Clamp Indication,Limit Switch 2,Shiploader 3 Slew Rail Clamp 2 On Rail Clamp Indication Limit Switch 2 ,,,,,,,,,,,DI_0705.05,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,05,06,I_0705-06,1794-IA16,DI,120V,SL3-SLW-RC2-ZPX3,SL3-SLW-RC2-ZPX3,,Shiploader 3,Slew Rail Clamp 2,Out of Adjustment,Limit Switch 3,Shiploader 3 Slew Rail Clamp 2 Out of Adjustment Limit Switch 3 ,,,,,,,,,,,DI_0705.06,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,05,07,I_0705-07,1794-IA16,DI,120V,SL3-BCB-G-ZPX2,SL3-BCB-G-ZPX2,,Shiploader 3,Boom Conveyor Bridge Safety Gate Status,Near Discharge Pulley,Proximity Switch,Shiploader 3 Boom Conveyor Bridge Safety Gate Status Near Discharge Pulley Proximity Switch ,,,,,,,,,,,DI_0705.07,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,05,08,I_0705-08,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0705.08,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,05,09,I_0705-09,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0705.09,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,05,10,I_0705-10,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0705.10,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,05,11,I_0705-11,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0705.11,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,05,12,I_0705-12,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0705.12,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,05,13,I_0705-13,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0705.13,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,05,14,I_0705-14,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0705.14,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,05,15,I_0705-15,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0705.15,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,05,,,1492-IFM20F-F120A-2,,120V,,,,,,,,,,,,,,,,,,,,,,SL3-SLW-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-SLW-RCP1,07,06,00,O_0706-00,1794-OA16,DO,120V,SL3-SLW-RC1-BK1,SL3-SLW-RC1-BK1,,Shiploader 3,Slew Rail Clamp 1,Holding Brake,,Shiploader 3 Slew Rail Clamp 1 Holding Brake ,,,,,,,,,,,DO_0706.00,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,06,01,O_0706-01,1794-OA16,DO,120V,SL3-SLW-RC2-BK1,SL3-SLW-RC2-BK1,,Shiploader 3,Slew Rail Clamp 2,Holding Brake,,Shiploader 3 Slew Rail Clamp 2 Holding Brake ,,,,,,,,,,,DO_0706.01,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,06,02,O_0706-02,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_0706.02,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,06,03,O_0706-03,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_0706.03,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,06,04,O_0706-04,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_0706.04,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,06,05,O_0706-05,1794-OA16,DO,120V,SL3-SLW-RCP1-CR33,SL3-SLW-RCP1-CR33,,Shiploader 3,Slew Motor 1 to 8 Space Heaters,Contactor CR33,,Shiploader 3 Slew Motor 1 to 8 Space Heaters Contactor CR33 ,,,,,,,,,,,DO_0706.05,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,06,06,O_0706-06,1794-OA16,DO,120V,SL3-SLW-BK1-8,SL3-SLW-BK1-8,,Shiploader 3,Slew Motor 1 to 8 Brakes,Contactor CR31A and CR31B,,Shiploader 3 Slew Motor 1 to 8 Brakes Contactor CR31A and CR31B ,,,,,,,,,,,DO_0706.06,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,06,07,O_0706-07,1794-OA16,DO,120V,SL3-SLW-BK1-8-HE1,SL3-SLW-BK1-8-HE1,,Shiploader 3,Slew Motor 1 to 8 Brake Heaters,Control Relays,,Shiploader 3 Slew Motor 1 to 8 Brake Heaters Control Relays ,,,,,,,,,,,DO_0706.07,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,06,08,O_0706-08,1794-OA16,DO,120V,SL3-SLW-YA1,SL3-SLW-YA1,,Shiploader 3,Slew ,Movement Warning,Horn,Shiploader 3 Slew  Movement Warning Horn ,,,,,,,,,,,DO_0706.08,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,06,09,O_0706-09,1794-OA16,DO,120V,SL3-SLW-YL1,SL3-SLW-YL1,,Shiploader 3,Slew Left,Movement,Warning Light,Shiploader 3 Slew Left Movement Warning Light ,,,,,,,,,,,DO_0706.09,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,06,10,O_0706-10,1794-OA16,DO,120V,SL3-SLW-YL2,SL3-SLW-YL2,,Shiploader 3,Slew Right,Movement,Warning Light,Shiploader 3 Slew Right Movement Warning Light ,,,,,,,,,,,DO_0706.10,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,06,11,O_0706-11,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_0706.11,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,06,12,O_0706-12,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_0706.12,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,06,13,O_0706-13,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_0706.13,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,06,14,O_0706-14,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_0706.14,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,06,15,O_0706-15,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_0706.15,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,06,,,AB RELAY 700-HLT1L1X,,,,,,,,,,,,,,,,,,,,,,,,SL3-SLW-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-SLW-RCP1,07,07,00,O_0707-00,1794-OA16,DO,120V,SL3-SLW-RC1-LCS1-PL1,SL3-SLW-RC1-LCS1-PL1,,Shiploader 3,Slew Rail Clamp 1,Maintenance Mode Active,Pilot Light,Shiploader 3 Slew Rail Clamp 1 Maintenance Mode Active Pilot Light ,,,,,,,,,,,DO_0707.00,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,07,01,O_0707-01,1794-OA16,DO,120V,SL3-SLW-RC1-LCS1-PBL1B,SL3-SLW-RC1-LCS1-PBL1B,,Shiploader 3,Slew Rail Clamp 1,Open,PB LED Light,Shiploader 3 Slew Rail Clamp 1 Open PB LED Light ,,,,,,,,,,,DO_0707.01,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,07,02,O_0707-02,1794-OA16,DO,120V,SL3-SLW-RC2-LCS1-PL1,SL3-SLW-RC2-LCS1-PL1,,Shiploader 3,Slew Rail Clamp 2,Maintenance Mode Active,Pilot Light,Shiploader 3 Slew Rail Clamp 2 Maintenance Mode Active Pilot Light ,,,,,,,,,,,DO_0707.02,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,07,03,O_0707-03,1794-OA16,DO,120V,SL3-SLW-RC2-LCS1-PBL1B,SL3-SLW-RC2-LCS1-PBL1B,,Shiploader 3,Slew Rail Clamp 2,Open,PB LED Light,Shiploader 3 Slew Rail Clamp 2 Open PB LED Light ,,,,,,,,,,,DO_0707.03,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,07,04,O_0707-04,1794-OA16,DO,120V,SL3-SLW-LCS1-PL1,SL3-SLW-LCS1-PL1,,Shiploader 3,Slew ,Maintenance Mode Active,Pilot Light,Shiploader 3 Slew  Maintenance Mode Active Pilot Light ,,,,,,,,,,,DO_0707.04,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,07,05,O_0707-05,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_0707.05,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,07,06,O_0707-06,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_0707.06,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,07,07,O_0707-07,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_0707.07,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,07,08,O_0707-08,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_0707.08,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,07,09,O_0707-09,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_0707.09,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,07,10,O_0707-10,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_0707.10,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,07,11,O_0707-11,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_0707.11,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,07,12,O_0707-12,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_0707.12,,,SL3-SLW-RCP1,,,,
A,SL3-SLW-RCP1,07,07,13,O_0707-13,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_0707.13,,,SL3-SLW-RCP1,,,,
