REV.,PLC PANEL,RACK,SLOT,CHANNEL,ADDRESS,MODULE,TYPE,SIGNAL,INSTR./EQUIP. TAG,I/O TAG,CHILD,Description 1,Description 2,Description 3,Description 4,EQUIP/INSTR. DESCRIPTION,Automation System,Wiring,Failed State Value,Units,Engineering Units Min,Engineering Units Max,Low-Low Value,Low Value,High Value,High-High Value,PLC IO Address,Automation Notes,Breaker Type,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BC-RCP1,15,02,08,I_1502-08,1794-IB16,DI,24VDC,SL3-BC-ZPX1,SL3-BC-ZPX1,,Shiploader 3,Boom Conveyor Boom End,Water Accumulation,Level Switch,Shiploader 3 Boom Conveyor Boom End Water Accumulation Level Switch ,,,,,,,,,,,DI_1502.08,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,02,09,I_1502-09,1794-IB16,DI,24VDC,SL3-BC-ZPX2,SL3-BC-ZPX2,,Shiploader 3,Boom Conveyor Boom End,Water Accumulation,Level Switch,Shiploader 3 Boom Conveyor Boom End Water Accumulation Level Switch ,,,,,,,,,,,DI_1502.09,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,02,10,I_1502-10,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1502.10,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,02,11,I_1502-11,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1502.11,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,02,12,I_1502-12,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1502.12,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,02,13,I_1502-13,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1502.13,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,02,14,I_1502-14,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1502.14,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,02,15,I_1502-15,1794-IB16,DI,24VDC,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1502.15,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,02,,,1492-IFM20F-F24A-2,,24VDC,,,,,,,,,,,,,,,,,,,,,,SL3-BC-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,SL3-BC-RCP1,15,03,00,I_1503-00,1794-IA16,DI,120V,SL3-SP-LCS1-PBL1A,SL3-SP-LCS1-PBL1A,,Shiploader 3,Spout LCS ,Start HPU Motor,Push Button,Shiploader 3 Spout LCS  Start HPU Motor Push Button ,,,,,,,,,,,DI_1503.00,,,SL3-BC-RCP1,,,,
F,SL3-BC-RCP1,15,03,01,I_1503-01,1794-IA16,DI,120V,SL3-SP-LCS1-PB16,SL3-SP-LCS1-PB16,,Shiploader 3,Spout LCS ,Stop HPU Motor,Push Button,Shiploader 3 Spout LCS  Stop HPU Motor Push Button ,,,,,,,,,,,DI_1503.01,,,SL3-BC-RCP1,,,,
F,SL3-BC-RCP1,15,03,02,I_1503-02,1794-IA16,DI,120V,SL3-SP-LCS1-SEL1A,SL3-SP-LCS1-SEL1A,,Shiploader 3,Spout LCS Lift Arm Left Cylinder,Extend,Selector Switch,Shiploader 3 Spout LCS Lift Arm Left Cylinder Extend Selector Switch ,,,,,,,,,,,DI_1503.02,,,SL3-BC-RCP1,,,,
F,SL3-BC-RCP1,15,03,03,I_1503-03,1794-IA16,DI,120V,SL3-SP-LCS1-SEL1B,SL3-SP-LCS1-SEL1B,,Shiploader 3,Spout LCS Lift Arm Left Cylinder,Retract,Selector Switch,Shiploader 3 Spout LCS Lift Arm Left Cylinder Retract Selector Switch ,,,,,,,,,,,DI_1503.03,,,SL3-BC-RCP1,,,,
F,SL3-BC-RCP1,15,03,04,I_1503-04,1794-IA16,DI,120V,SL3-SP-LCS1-SEL2A,SL3-SP-LCS1-SEL2A,,Shiploader 3,Spout LCS Lift Arm Right Cylinder,Extend,Selector Switch,Shiploader 3 Spout LCS Lift Arm Right Cylinder Extend Selector Switch ,,,,,,,,,,,DI_1503.04,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,03,05,I_1503-05,1794-IA16,DI,120V,SL3-SP-LCS1-SEL2B,SL3-SP-LCS1-SEL2B,,Shiploader 3,Spout LCS Lift Arm Right Cylinder,Retract,Selector Switch,Shiploader 3 Spout LCS Lift Arm Right Cylinder Retract Selector Switch ,,,,,,,,,,,DI_1503.05,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,03,06,I_1503-06,1794-IA16,DI,120V,SL3-SP-LCS1-PB1,SL3-SP-LCS1-PB1,,Shiploader 3,Spout LCS Clamp Cylinders,Clamp,Push Button,Shiploader 3 Spout LCS Clamp Cylinders Clamp Push Button ,,,,,,,,,,,DI_1503.06,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,03,07,I_1503-07,1794-IA16,DI,120V,SL3-SP-LCS1-PB2,SL3-SP-LCS1-PB2,,Shiploader 3,Spout LCS Clamp Cylinders,Release,Push Button,Shiploader 3 Spout LCS Clamp Cylinders Release Push Button ,,,,,,,,,,,DI_1503.07,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,03,08,I_1503-08,1794-IA16,DI,120V,SL3-SP-LCS1-PB3,SL3-SP-LCS1-PB3,,Shiploader 3,Spout LCS Coal Spout,Safety Cylinders Left,Push Button,Shiploader 3 Spout LCS Coal Spout Safety Cylinders Left Push Button ,,,,,,,,,,,DI_1503.08,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,03,09,I_1503-09,1794-IA16,DI,120V,SL3-SP-LCS1-PB4,SL3-SP-LCS1-PB4,,Shiploader 3,Spout LCS Coal Spout,Safety Cylinders Right,Push Button,Shiploader 3 Spout LCS Coal Spout Safety Cylinders Right Push Button ,,,,,,,,,,,DI_1503.09,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,03,10,I_1503-10,1794-IA16,DI,120V,SL3-SP-LCS1-PB5,SL3-SP-LCS1-PB5,,Shiploader 3,Spout LCS Coal Spout,Leveling Cylinder Extend,Push Button,Shiploader 3 Spout LCS Coal Spout Leveling Cylinder Extend Push Button ,,,,,,,,,,,DI_1503.10,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,03,11,I_1503-11,1794-IA16,DI,120V,SL3-SP-LCS1-PB6,SL3-SP-LCS1-PB6,,Shiploader 3,Spout LCS Coal Spout,Leveling Cylinder Retract,Push Button,Shiploader 3 Spout LCS Coal Spout Leveling Cylinder Retract Push Button ,,,,,,,,,,,DI_1503.11,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,03,12,I_1503-12,1794-IA16,DI,120V,SL3-SP-LCS1-PB7,SL3-SP-LCS1-PB7,,Shiploader 3,Spout LCS Coal Spout,Slew CCW,Push Button,Shiploader 3 Spout LCS Coal Spout Slew CCW Push Button ,,,,,,,,,,,DI_1503.12,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,03,13,I_1503-13,1794-IA16,DI,120V,SL3-SP-LCS1-PB8,SL3-SP-LCS1-PB8,,Shiploader 3,Spout LCS Coal Spout,Slew CW,Push Button,Shiploader 3 Spout LCS Coal Spout Slew CW Push Button ,,,,,,,,,,,DI_1503.13,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,03,14,I_1503-14,1794-IA16,DI,120V,SL3-SP-LCS1-PB9,SL3-SP-LCS1-PB9,,Shiploader 3,Spout LCS Coal Spout,Slew Overtravel Bypass,Push Button,Shiploader 3 Spout LCS Coal Spout Slew Overtravel Bypass Push Button ,,,,,,,,,,,DI_1503.14,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,03,15,I_1503-15,1794-IA16,DI,120V,SL3-SP-LCS1-PB10,SL3-SP-LCS1-PB10,,Shiploader 3,Spout LCS Coal Spout,Spoon Extend,Push Button,Shiploader 3 Spout LCS Coal Spout Spoon Extend Push Button ,,,,,,,,,,,DI_1503.15,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,03,,,1492-IFM20F-F120A-2,,120V,,,,,,,,,,,,,,,,,,,,,,SL3-BC-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BC-RCP1,15,04,00,I_1504-00,1794-IA16,DI,120V,SL3-SP-LCS1-PB11,SL3-SP-LCS1-PB11,,Shiploader 3,Spout LCS Coal Spout,Spoon Retract,Push Button,Shiploader 3 Spout LCS Coal Spout Spoon Retract Push Button ,,,,,,,,,,,DI_1504.00,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,04,01,I_1504-01,1794-IA16,DI,120V,SL3-SP-LCS1-PB12,SL3-SP-LCS1-PB12,,Shiploader 3,Spout LCS Coal Spout,Spoon Overtravel Bypass,Push Button,Shiploader 3 Spout LCS Coal Spout Spoon Overtravel Bypass Push Button ,,,,,,,,,,,DI_1504.01,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,04,02,I_1504-02,1794-IA16,DI,120V,SL3-SP-LCS1-PB13,SL3-SP-LCS1-PB13,,Shiploader 3,Spout LCS Potash Spout,Hoist Raise,Push Button,Shiploader 3 Spout LCS Potash Spout Hoist Raise Push Button ,,,,,,,,,,,DI_1504.02,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,04,03,I_1504-03,1794-IA16,DI,120V,SL3-SP-LCS1-PB14,SL3-SP-LCS1-PB14,,Shiploader 3,Spout LCS Potash Spout,Hoist Lower,Push Button,Shiploader 3 Spout LCS Potash Spout Hoist Lower Push Button ,,,,,,,,,,,DI_1504.03,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,04,04,I_1504-04,1794-IA16,DI,120V,SL3-SP-LCS1-PB15,SL3-SP-LCS1-PB15,,Shiploader 3,Spout LCS Potash Spout,Hoist Overtravel Bypass,Push Button,Shiploader 3 Spout LCS Potash Spout Hoist Overtravel Bypass Push Button ,,,,,,,,,,,DI_1504.04,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,04,05,I_1504-05,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1504.05,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,04,06,I_1504-06,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1504.06,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,04,07,I_1504-07,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1504.07,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,04,08,I_1504-08,1794-IA16,DI,120V,SL3-BC-LSHH1,SL3-BC-LSHH1,,Shiploader 3,Boom Conveyor Head Chute,Plugged Chute,Tilt Switch,Shiploader 3 Boom Conveyor Head Chute Plugged Chute Tilt Switch ,,,,,,,,,,,DI_1504.08,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,04,09,I_1504-09,1794-IA16,DI,120V,SL3-BC-ZLS01,SL3-BC-ZLS01,,Shiploader 3,Boom Washdown Limit switch,for camlock connection,,Shiploader 3 Boom Washdown Limit switch for camlock connection ,,,,,,,,,,,DI_1504.09,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,04,10,I_1504-10,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1504.10,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,04,11,I_1504-11,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1504.11,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,04,12,I_1504-12,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1504.12,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,04,13,I_1504-13,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1504.13,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,04,14,I_1504-14,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1504.14,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,04,15,I_1504-15,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1504.15,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,04,,,1492-IFM20F-F120A-2,,120V,,,,,,,,,,,,,,,,,,,,,,SL3-BC-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BC-RCP1,15,05,00,I_1505-00,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1505.00,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,01,I_1505-01,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1505.01,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,02,I_1505-02,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1505.02,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,03,I_1505-03,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1505.03,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,04,I_1505-04,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1505.04,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,05,I_1505-05,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1505.05,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,06,I_1505-06,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1505.06,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,07,I_1505-07,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1505.07,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,08,I_1505-08,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1505.08,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,09,I_1505-09,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1505.09,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,10,I_1505-10,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1505.10,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,11,I_1505-11,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1505.11,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,12,I_1505-12,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1505.12,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,13,I_1505-13,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1505.13,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,14,I_1505-14,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1505.14,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,15,I_1505-15,1794-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_1505.15,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,,,1492-IFM20F-F120A-2,,120V,,,,,,,,,,,,,,,,,,,,,,SL3-BC-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-BC-RCP1,15,05,00,O_1505-00,1794-OA16,DO,120V,SL3-BC-YA1,SL3-BC-YA1,,Shiploader 3,Boom Conveyor Left Side,Start Warning,Horn,Shiploader 3 Boom Conveyor Left Side Start Warning Horn ,,,,,,,,,,,DO_1505.00,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,01,O_1505-01,1794-OA16,DO,120V,SL3-BC-YL1,SL3-BC-YL1,,Shiploader 3,Boom Conveyor Left Side,Start Warning,Light,Shiploader 3 Boom Conveyor Left Side Start Warning Light ,,,,,,,,,,,DO_1505.01,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,02,O_1505-02,1794-OA16,DO,120V,SL3-BC-YL2,SL3-BC-YL2,,Shiploader 3,Boom Conveyor Right Side,Start Warning,Light,Shiploader 3 Boom Conveyor Right Side Start Warning Light ,,,,,,,,,,,DO_1505.02,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,03,O_1505-03,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_1505.03,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,04,O_1505-04,1794-OA16,DO,120V,SL3-SP-LCS1-PBL1B,SL3-SP-LCS1-PBL1B,,Shiploader 3,Spout LCS ,Start HPU Motor,Pilot Light,Shiploader 3 Spout LCS  Start HPU Motor Pilot Light ,,,,,,,,,,,DO_1505.04,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,05,O_1505-05,1794-OA16,DO,120V,SL3-SP-LCS1-PL1,SL3-SP-LCS1-PL1,,Shiploader 3,Spout LCS LCS,Maintenance Mode,Pilot Light,Shiploader 3 Spout LCS LCS Maintenance Mode Pilot Light ,,,,,,,,,,,DO_1505.05,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,06,O_1505-06,1794-OA16,DO,120V,SL3-SP-CP1-PL1,SL3-SP-CP1-PL1,,Shiploader 3,Spout Control Panel,Coal Ready,Pilot Light,Shiploader 3 Spout Control Panel Coal Ready Pilot Light ,,,,,,,,,,,DO_1505.06,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,07,O_1505-07,1794-OA16,DO,120V,SL3-SP-CP1-PL2,SL3-SP-CP1-PL2,,Shiploader 3,Spout Control Panel,Potash Ready,Pilot Light,Shiploader 3 Spout Control Panel Potash Ready Pilot Light ,,,,,,,,,,,DO_1505.07,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,08,O_1505-08,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_1505.08,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,09,O_1505-09,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_1505.09,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,10,O_1505-10,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_1505.10,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,11,O_1505-11,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_1505.11,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,12,O_1505-12,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_1505.12,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,13,O_1505-13,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_1505.13,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,14,O_1505-14,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_1505.14,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,15,O_1505-15,1794-OA16,DO,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DO_1505.15,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,05,,,AB RELAY 700-HLT1L1X,,,,,,,,,,,,,,,,,,,,,,,,SL3-BC-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,SL3-BC-RCP1,15,06,00,O_1506-00,1794-OA16,DO,120V,SL3-BC-SV01,SL3-BC-SV01,,Shiploader 3,Boom Washdown Solenoid Drain Valve,+P683:P710,,Shiploader 3 Boom Washdown Solenoid Drain Valve +P683:P710 ,,,,,,,,,,,DO_1506.00,,,SL3-BC-RCP1,,,,
F,SL3-BC-RCP1,15,06,01,O_1506-01,1794-OA16,DO,120V,SL3-BC-SV02,SL3-BC-SV02,,Shiploader 3,Boom Washdown Nozzle Spray,Zone 1-G,,Shiploader 3 Boom Washdown Nozzle Spray Zone 1-G ,,,,,,,,,,,DO_1506.01,,,SL3-BC-RCP1,,,,
F,SL3-BC-RCP1,15,06,02,O_1506-02,1794-OA16,DO,120V,SL3-BC-SV03,SL3-BC-SV03,,Shiploader 3,Boom Washdown Nozzle Spray,Zone 1-M,,Shiploader 3 Boom Washdown Nozzle Spray Zone 1-M ,,,,,,,,,,,DO_1506.02,,,SL3-BC-RCP1,,,,
F,SL3-BC-RCP1,15,06,03,O_1506-03,1794-OA16,DO,120V,SL3-BC-SV04,SL3-BC-SV04,,Shiploader 3,Boom Washdown Nozzle Spray,Zone 1-G,,Shiploader 3 Boom Washdown Nozzle Spray Zone 1-G ,,,,,,,,,,,DO_1506.03,,,SL3-BC-RCP1,,,,
F,SL3-BC-RCP1,15,06,04,O_1506-04,1794-OA16,DO,120V,SL3-BC-SV05,SL3-BC-SV05,,Shiploader 3,Boom Washdown Nozzle Spray,Zone 1-M,,Shiploader 3 Boom Washdown Nozzle Spray Zone 1-M ,,,,,,,,,,,DO_1506.04,,,SL3-BC-RCP1,,,,
F,SL3-BC-RCP1,15,06,05,O_1506-05,1794-OA16,DO,120V,SL3-BC-SV06,SL3-BC-SV06,,Shiploader 3,Boom Washdown Nozzle Spray,Zone 1-G,,Shiploader 3 Boom Washdown Nozzle Spray Zone 1-G ,,,,,,,,,,,DO_1506.05,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,06,06,O_1506-06,1794-OA16,DO,120V,SL3-BC-SV07,SL3-BC-SV07,,Shiploader 3,Boom Washdown Nozzle Spray,Zone 1-M,,Shiploader 3 Boom Washdown Nozzle Spray Zone 1-M ,,,,,,,,,,,DO_1506.06,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,06,07,O_1506-07,1794-OA16,DO,120V,SL3-BC-SV08,SL3-BC-SV08,,Shiploader 3,Boom Washdown Nozzle Spray,"Zone 1-G, 1-F",,"Shiploader 3 Boom Washdown Nozzle Spray Zone 1-G, 1-F ",,,,,,,,,,,DO_1506.07,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,06,08,O_1506-08,1794-OA16,DO,120V,SL3-BC-SV09,SL3-BC-SV09,,Shiploader 3,Boom Washdown Nozzle Spray,"Zone 1-M, 1-L",,"Shiploader 3 Boom Washdown Nozzle Spray Zone 1-M, 1-L ",,,,,,,,,,,DO_1506.08,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,06,09,O_1506-09,1794-OA16,DO,120V,SL3-BC-SV10,SL3-BC-SV10,,Shiploader 3,Boom Washdown Nozzle Spray,"Zone 1-G, 1-F",,"Shiploader 3 Boom Washdown Nozzle Spray Zone 1-G, 1-F ",,,,,,,,,,,DO_1506.09,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,06,10,O_1506-10,1794-OA16,DO,120V,SL3-BC-SV11,SL3-BC-SV11,,Shiploader 3,Boom Washdown Nozzle Spray,"Zone 1-M, 1-L",,"Shiploader 3 Boom Washdown Nozzle Spray Zone 1-M, 1-L ",,,,,,,,,,,DO_1506.10,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,06,11,O_1506-11,1794-OA16,DO,120V,SL3-BC-SV12,SL3-BC-SV12,,Shiploader 3,Boom Washdown Nozzle Spray,Zone 1-E,,Shiploader 3 Boom Washdown Nozzle Spray Zone 1-E ,,,,,,,,,,,DO_1506.11,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,06,12,O_1506-12,1794-OA16,DO,120V,SL3-BC-SV13,SL3-BC-SV13,,Shiploader 3,Boom Washdown Nozzle Spray,Zone 1-K,,Shiploader 3 Boom Washdown Nozzle Spray Zone 1-K ,,,,,,,,,,,DO_1506.12,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,06,13,O_1506-13,1794-OA16,DO,120V,SL3-BC-SV14,SL3-BC-SV14,,Shiploader 3,Boom Washdown Nozzle Spray,Zone 1-E,,Shiploader 3 Boom Washdown Nozzle Spray Zone 1-E ,,,,,,,,,,,DO_1506.13,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,06,14,O_1506-14,1794-OA16,DO,120V,SL3-BC-SV15,SL3-BC-SV15,,Shiploader 3,Boom Washdown Nozzle Spray,Zone 1-K,,Shiploader 3 Boom Washdown Nozzle Spray Zone 1-K ,,,,,,,,,,,DO_1506.14,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,06,15,O_1506-15,1794-OA16,DO,120V,SL3-BC-SV16,SL3-BC-SV16,,Shiploader 3,Boom Washdown Nozzle Spray,"Zone 1-E, 1-D",,"Shiploader 3 Boom Washdown Nozzle Spray Zone 1-E, 1-D ",,,,,,,,,,,DO_1506.15,,,SL3-BC-RCP1,,,,
A,SL3-BC-RCP1,15,06,,,AB RELAY 700-HLT1L1X,,,,,,,,,,,,,,,,,,,,,,,,SL3-BC-RCP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,SL3-BC-RCP1,15,07,00,O_1507-00,1794-OA16,DO,120V,SL3-BC-SV17,SL3-BC-SV17,,Shiploader 3,Boom Washdown Nozzle Spray,"Zone 1-K, 1-J",,"Shiploader 3 Boom Washdown Nozzle Spray Zone 1-K, 1-J ",,,,,,,,,,,DO_1507.00,,,SL3-BC-RCP1,,,,
F,SL3-BC-RCP1,15,07,01,O_1507-01,1794-OA16,DO,120V,SL3-BC-SV18,SL3-BC-SV18,,Shiploader 3,Boom Washdown Nozzle Spray,"Zone 1-E, 1-D",,"Shiploader 3 Boom Washdown Nozzle Spray Zone 1-E, 1-D ",,,,,,,,,,,DO_1507.01,,,SL3-BC-RCP1,,,,
F,SL3-BC-RCP1,15,07,02,O_1507-02,1794-OA16,DO,120V,SL3-BC-SV19,SL3-BC-SV19,,Shiploader 3,Boom Washdown Nozzle Spray,"Zone 1-K, 1-J",,"Shiploader 3 Boom Washdown Nozzle Spray Zone 1-K, 1-J ",,,,,,,,,,,DO_1507.02,,,SL3-BC-RCP1,,,,
F,SL3-BC-RCP1,15,07,03,O_1507-03,1794-OA16,DO,120V,SL3-BC-SV20,SL3-BC-SV20,,Shiploader 3,Boom Washdown Nozzle Spray,"Zone 1-D, 1-C",,"Shiploader 3 Boom Washdown Nozzle Spray Zone 1-D, 1-C ",,,,,,,,,,,DO_1507.03,,,SL3-BC-RCP1,,,,
F,SL3-BC-RCP1,15,07,04,O_1507-04,1794-OA16,DO,120V,SL3-BC-SV21,SL3-BC-SV21,,Shiploader 3,Boom Washdown Nozzle Spray,"Zone 1-J, 1-I",,"Shiploader 3 Boom Washdown Nozzle Spray Zone 1-J, 1-I ",,,,,,,,,,,DO_1507.04,,,SL3-BC-RCP1,,,,
F,SL3-BC-RCP1,15,07,05,O_1507-05,1794-OA16,DO,120V,SL3-BC-SV22,SL3-BC-SV22,,Shiploader 3,Boom Washdown Nozzle Spray,"Zone 1-D, 1-C",,"Shiploader 3 Boom Washdown Nozzle Spray Zone 1-D, 1-C ",,,,,,,,,,,DO_1507.05,,,SL3-BC-RCP1,,,,
